,NM_UE,NM_PARTIDO,DS_CARGO,DS_NACIONALIDADE,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,ST_REELEICAO
47759,BARRA BONITA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
47779,SANTOS,DEMOCRACIA CRISTÃ,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,1973923,N
47782,MARABÁ PAULISTA,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,AGRICULTOR,123077,N
47796,MURUTINGA DO SUL,PODEMOS,PREFEITO,BRASILEIRA NATA,50,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE,123077,N
47841,PIRAPORA DO BOM JESUS,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,51,FEMININO,SUPERIOR COMPLETO,BRANCA,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,123077,N
47848,COTIA,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,975292,N
47859,CERQUILHO,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,54,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,ELETRICISTA E ASSEMELHADOS,123077,N
47871,SANTO ANTÔNIO DA ALEGRIA,CIDADANIA,PREFEITO,BRASILEIRA NATA,51,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,OUTROS,123077,N
47955,RUBIÁCEA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,51,MASCULINO,ENSINO MÉDIO COMPLETO,AMARELA,EMPRESÁRIO,123077,N
48056,ARANDU,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,47,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
48061,DOBRADA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO,123077,N
48142,UNIÃO PAULISTA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,54,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO CIVIL APOSENTADO,123077,N
48152,IBIÚNA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,47,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO,123077,N
48154,VÁRZEA PAULISTA,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,50,FEMININO,SUPERIOR COMPLETO,PRETA,CONTADOR,1014755,N
48156,MAIRINQUE,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,75,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,403928,N
48197,TAPIRAÍ,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
48247,PIRASSUNUNGA,AVANTE,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,PRETA,COMERCIANTE,216022,N
48313,LIMEIRA,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,866456,N
48347,AGUDOS,CIDADANIA,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
48349,MARINÓPOLIS,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,55,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
48379,ALFREDO MARCONDES,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,54,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,PECUARISTA,123077,N
48393,CAMPOS DO JORDÃO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,228636,N
48395,IPUÃ,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,50,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VEREADOR,182063,N
48405,IGARAPAVA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,337429,N
48523,SÃO ROQUE,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,312303,N
48528,PRESIDENTE VENCESLAU,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,123077,N
48542,ARAÇATUBA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,57,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,2781589,N
48598,INDIANA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,57,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,COMERCIANTE,123077,N
48692,PRESIDENTE VENCESLAU,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,50,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR,123077,N
48792,TATUÍ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,74,FEMININO,SUPERIOR COMPLETO,BRANCA,PREFEITO,461725,N
48834,FERRAZ DE VASCONCELOS,REDE SUSTENTABILIDADE,PREFEITO,BRASILEIRA NATA,44,MASCULINO,SUPERIOR COMPLETO,PRETA,ADVOGADO,351785,N
48844,BADY BASSITT,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,123077,N
48938,ALTO ALEGRE,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,62,FEMININO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO,123077,N
49003,JUQUIÁ,PARTIDO DA MOBILIZAÇÃO NACIONAL,PREFEITO,BRASILEIRA NATA,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL,123077,N
49009,ESTIVA GERBI,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,123077,N
49019,MAUÁ,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,1838557,N
49027,JUNDIAÍ,PODEMOS,PREFEITO,BRASILEIRA NATA,66,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,2861007,N
49034,CERQUEIRA CÉSAR,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIANTE,123077,N
49043,SALTO GRANDE,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
49058,CAÇAPAVA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,424108,N
49079,VARGEM GRANDE DO SUL,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
49089,EMBU DAS ARTES,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,PARDA,POLICIAL MILITAR,1559834,N
49112,GUARANTÃ,AVANTE,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,COMERCIANTE,123077,N
49116,PEDREIRA,PARTIDO COMUNISTA DO BRASIL,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
49130,DUARTINA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,46,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,CABELEIREIRO E BARBEIRO,123077,N
49152,FLÓRIDA PAULISTA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
49204,LIMEIRA,PATRIOTA,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,866456,N
49244,CRUZEIRO,PODEMOS,PREFEITO,BRASILEIRA NATA,60,MASCULINO,SUPERIOR COMPLETO,PRETA,POLICIAL CIVIL,368830,N
49253,JÚLIO MESQUITA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,69,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
49298,TAUBATÉ,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR,1149422,N
49352,MAUÁ,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR COMPLETO,PRETA,ADVOGADO,1838557,N
49368,SANTO EXPEDITO,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,61,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,PECUARISTA,123077,N
49396,BIRITIBA MIRIM,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,PRETA,DIRETOR DE ESTABELECIMENTO DE ENSINO,123077,N
49401,LARANJAL PAULISTA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
49411,MAUÁ,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,1838557,N
49423,CAMPINA DO MONTE ALEGRE,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,AGRICULTOR,123077,N
49437,APARECIDA,PATRIOTA,PREFEITO,BRASILEIRA (NATURALIZADA),55,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,173958,N
49439,PORTO FELIZ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,264370,N
49461,CAFELÂNDIA,PODEMOS,PREFEITO,BRASILEIRA NATA,40,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,201039,N
49465,COTIA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,975292,N
49492,CORDEIRÓPOLIS,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,123077,N
49502,ARAÇARIGUAMA,PARTIDO REPUBLICANO DA ORDEM SOCIAL,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,459730,N
49570,PIRASSUNUNGA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,44,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,216022,N
49642,QUADRA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,AGRICULTOR,123077,N
49680,LUCÉLIA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,42,FEMININO,SUPERIOR COMPLETO,BRANCA,FONOAUDIÓLOGO,123077,N
49720,ITAPETININGA,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,223387,N
49825,PAULICÉIA,PODEMOS,PREFEITO,BRASILEIRA NATA,38,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,178477,N
49838,MONTE ALTO,PATRIOTA,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,PEDAGOGO,123077,N
49856,SANDOVALINA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,66,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,PECUARISTA,123077,N
49997,LENÇÓIS PAULISTA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,239251,S
50051,PROMISSÃO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,BIOMÉDICO,276848,N
50072,CAMPO LIMPO PAULISTA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,563002,N
50169,JUNDIAÍ,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,SOCIÓLOGO,2861007,N
50225,ARAPEÍ,CIDADANIA,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,123077,N
50232,MARÍLIA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,2557227,N
50267,PRESIDENTE PRUDENTE,PARTIDO TRABALHISTA CRISTÃO,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,1026109,N
50268,SOROCABA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,54,FEMININO,SUPERIOR COMPLETO,BRANCA,PREFEITO,2509444,N
50340,CORDEIRÓPOLIS,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
50348,SANTA BRANCA,PARTIDO DA MOBILIZAÇÃO NACIONAL,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,DESPACHANTE,123077,N
50393,ONDA VERDE,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,68,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
50404,CAJURU,PODEMOS,PREFEITO,BRASILEIRA NATA,75,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,EMPRESÁRIO,123077,N
50506,OSASCO,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,2982658,N
50540,PARAIBUNA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
50578,TEODORO SAMPAIO,PODEMOS,PREFEITO,BRASILEIRA NATA,44,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO,323055,N
50630,DRACENA,PATRIOTA,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,BANCÁRIO E ECONOMIÁRIO,303979,N
50683,ARAÇARIGUAMA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,45,FEMININO,SUPERIOR INCOMPLETO,BRANCA,PREFEITO,459730,N
50688,AMPARO,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,66,MASCULINO,LÊ E ESCREVE,BRANCA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",277726,N
50689,MOTUCA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
50758,PATROCÍNIO PAULISTA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
50771,VINHEDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,46,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
50773,BIRIGUI,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,809749,N
50794,PIRAPORA DO BOM JESUS,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DESPACHANTE,123077,N
50922,RAFARD,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,VEREADOR,123077,N
50955,CASA BRANCA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,123077,N
51009,TARABAI,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
51028,POÁ,CIDADANIA,PREFEITO,BRASILEIRA NATA,49,MASCULINO,SUPERIOR INCOMPLETO,PRETA,CANTOR E COMPOSITOR,123077,N
51068,RIBEIRÃO DO SUL,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,51,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,123077,N
51072,RIBEIRÃO CORRENTE,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
51133,UCHOA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,123077,N
51201,AMERICANA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,1277146,N
51249,FERRAZ DE VASCONCELOS,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,351785,N
51268,BIRIGUI,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,809749,N
51379,TABOÃO DA SERRA,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,1451252,N
51395,CAIEIRAS,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,380479,N
51525,PONTALINDA,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,123077,N
51527,NOVA ODESSA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,PARDA,VEREADOR,260745,N
51538,SÃO JOSÉ DO RIO PRETO,PARTIDO COMUNISTA DO BRASIL,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,2722690,N
51588,OUROESTE,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,VETERINÁRIO,175035,N
51590,VIRADOURO,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,PARDA,ADMINISTRADOR,190604,N
51596,ILHABELA,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,310914,N
51619,MONTE ALTO,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
51638,SÃO JOSÉ DOS CAMPOS,PARTIDO TRABALHISTA CRISTÃO,PREFEITO,BRASILEIRA NATA,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,1845489,N
51641,PRAIA GRANDE,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,48,FEMININO,SUPERIOR COMPLETO,BRANCA,PEDAGOGO,2258664,N
51652,INDIANA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,66,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
51655,ITAPURA,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
51670,SANTA ISABEL,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,46,FEMININO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
51680,LORENA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,53,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,460975,N
51731,ROSEIRA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,123077,N
51844,BORBOREMA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,55,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
51876,TERRA ROXA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,123077,S
51894,PEREIRA BARRETO,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,389322,N
51899,TERRA ROXA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,ZOOTECNISTA,123077,N
51901,GUARAREMA,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,203328,N
51935,PRESIDENTE VENCESLAU,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
52040,PORANGABA,PODEMOS,PREFEITO,BRASILEIRA NATA,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,123077,N
52064,LINS,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL,211930,N
52072,AREALVA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,123077,N
52103,ELIAS FAUSTO,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,66,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
52108,BIRIGUI,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,809749,N
52127,ARAÇATUBA,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,53,MASCULINO,SUPERIOR COMPLETO,AMARELA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,2781589,N
52144,CÁSSIA DOS COQUEIROS,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,68,FEMININO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
52185,BENTO DE ABREU,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
52204,NHANDEARA,PODEMOS,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,123077,N
52206,ANALÂNDIA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,70,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
52223,SÃO BERNARDO DO CAMPO,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,5245994,N
52228,TATUÍ,PODEMOS,PREFEITO,BRASILEIRA NATA,44,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,461725,N
52310,ITAÍ,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,72,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,123077,N
52317,GUARAREMA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,JORNALISTA E REDATOR,203328,N
